commits,commit_count,forks,issue,issue_comment,req_closed,req_opened
0.05212045076463801,0.2664142305840259,0.07497003298791317,0.0044724771745886845,0.10903942977565599,0.1622357879204612,0.33074758748524113
0.03710485832272478,0.24331974362244654,0.09852811414803143,0.007773378207516546,0.1497370847190659,0.1579374333837826,0.3055993845404384
0.09978374603478635,0.3655258864288776,0.07150046115522611,0.005393474373492544,0.2113732373567425,0.241847241417186,0.00457594864283745
0.0664304434681151,0.26007320661819394,0.09313537658833493,0.006367188270504168,0.13451203955853003,0.179408535512744,0.26007320738284584
0.04708834469343593,0.2296574415626624,0.0861567470481946,0.004920235642943506,0.12922140186466083,0.16919656746451167,0.33375925838599846
0.06924544658942816,0.32504091148639774,0.04392054577896587,0.006890578888702681,0.0800693613225031,0.1497922402415294,0.32504091244206385
0.033113146152662136,0.4251907920786653,0.06743827751805312,0.012470688717485771,0.22470098848490647,0.23158880124456524,0.005497300288458066
0.07092742165734021,0.2754381555738321,0.05798069732509267,0.016794039813466975,0.10555498517863565,0.12815431187051973,0.3451503851296088
0.08029902971307473,0.3755730102828361,0.09805819923121147,0.009226334270361914,0.19301518450394364,0.23912651061729964,0.00470172666423317
0.13967480301177757,0.26105415733683496,0.09434673070179976,0.011516095898946359,0.18833006162750113,0.3013061535460007,0.003771994092860691
0.10317103439745898,0.41054444601538015,0.07361884328333133,0.006228095791309203,0.22417441553717757,0.17817104370334658,0.00409211716655177
0.13013569811830952,0.4229570105559612,0.0841520446616844,0.017389655747307158,0.1336840951217197,0.20746565170859665,0.004215839856851181
0.07729447242001461,0.28511104772658424,0.04492792112416898,0.006314891427660704,0.108222576171858,0.1930180397137521,0.2851110485648509
0.07326531501773838,0.3116645375931522,0.0618689048830612,0.005993740436381798,0.12521839272237356,0.11032456772115763,0.3116645385094899
0.05661336176937594,0.25991151251965805,0.023147310252092247,0.005818310910081294,0.15332144828149533,0.1759797084603284,0.3252083445548854
0.08661736484147904,0.2683796729957142,0.03468099939691836,0.011291717626482761,0.1673896924809012,0.1632608769789935,0.2683796729957142
0.06561052223775717,0.500403709598317,0.041335609084243136,0.015616488772046976,0.15615210871141535,0.21589376384494793,0.0049877927472353175
0.07876263145449747,0.4988062784681997,0.07359597731286599,0.009756444928336003,0.18629428863831646,0.14781250391720077,0.004971870292520897
0.05525849939046777,0.2586954700158347,0.029934865894269167,0.009733459385269552,0.11921201505812697,0.16150722627720715,0.36565846032224
0.09400911456176819,0.23512497567525126,0.03332899062039883,0.005869899125567689,0.13575447451903305,0.14860444347632823,0.3473080985485718
0.13594680982095503,0.4176446195626281,0.05549935558659673,0.013687371157085656,0.16665589305422798,0.1976283684680748,0.012937578173985453
0.06592528067870611,0.30954489249223566,0.04528833047828316,0.009889082678340896,0.1448735229351282,0.11493399514962155,0.30954489249223566
0.12252970572571395,0.3996660399113168,0.0582291806677827,0.008961088058248108,0.22033969427412403,0.18527094365030222,0.005003342692874524
0.11229615222865058,0.349489319648209,0.05838811371216786,0.007043035993422236,0.23756182237905482,0.22650001889937568,0.008721532839595907
0.12364676654912606,0.32416566080570003,0.043533313907930825,0.010041835526068582,0.2634999568292619,0.22507062761418753,0.010041835526068582
0.14685021649250632,0.2728423709012798,0.029846395191237465,0.009131861886819324,0.21798379188412864,0.3194284110537966,0.0039169486605264295
0.09326830906057484,0.40820130075098676,0.05587701976152176,0.016815127254143313,0.18406119331748816,0.23137731720270646,0.010399727525741847
0.09861370511047088,0.4020652897356379,0.04362198027804175,0.004878473617025975,0.2308556783404668,0.21180902258086215,0.008155846316841674
0.06310404408100286,0.2585571482376138,0.04644058147956222,0.0048563073866303855,0.1288270459272498,0.18844150896084816,0.3097733608293592
0.06959244328737152,0.3948504382841971,0.05920989488624775,0.007327972573350634,0.2245956313405729,0.2404879291239997,0.003935686555756157
0.07821097982995853,0.39553182488286887,0.0441239833566503,0.01708423089531716,0.25088056807453746,0.2078557338067381,0.006312672820697702
0.10481862888048657,0.32231360361878963,0.046705114096218754,0.01331663344847879,0.27534792996496466,0.23207502716036835,0.005423057389973978
0.08011360286098644,0.3856570531834584,0.03919336422284851,0.003855799001077751,0.21779876914793042,0.26143472377574617,0.011946683951381923
0.0795957545418212,0.5268204417601094,0.04873392929046893,0.033735840250598906,0.09253158963324824,0.21248073639455917,0.006101702007619871
0.07379042132495736,0.4299863476659534,0.024974104745069003,0.005795674265390405,0.18401684137186136,0.27715070128892205,0.004285905037982934
0.0992434024987431,0.3948007891514554,0.04744376361041581,0.004063134290936412,0.16753553264936177,0.27468344003047995,0.012229933820599864
0.1111485878396267,0.5056557591700946,0.029639797259792326,0.019527798532783493,0.13287385857625766,0.1854902520516325,0.015663941513255314
0.08671498532764259,0.45309273773689407,0.03596874462010341,0.004713831035822656,0.14443919349620005,0.2610348316791116,0.014035671573298283
0.10610034116523955,0.4266757360390748,0.018792097586038697,0.004390370113189448,0.2627851568648547,0.1726012276880522,0.00865506627679318
0.10099765916507356,0.5022129827826138,0.03073554417533552,0.010398349532372304,0.12705677127437887,0.22241358767402716,0.00618510037406888
0.15660840714066634,0.4354061057554651,0.03574290464821568,0.007856109107217655,0.1981987980981082,0.15167007352077422,0.014517595458467581
0.07846398723635797,0.48962931528463627,0.06681641540387152,0.012484132084880702,0.1638767055561499,0.16338607433931768,0.02534336407121728
0.12137249617838076,0.367770400140147,0.02925296824379333,0.009837232755958778,0.19650983650177103,0.25622115254140204,0.0190359091141238
0.11627822215535477,0.41847871164089,0.029755477994671407,0.007963972425128496,0.17613976262233125,0.24289505833467043,0.008488790642166497
0.09298424249566065,0.438289424262801,0.061631773740491065,0.00767948105088426,0.16800871191034825,0.21296591777915602,0.018440444377764632
0.19619690467086306,0.30486570721937684,0.03876235949447558,0.015100666706445413,0.18659330120670675,0.24914167871297532,0.009339377385049398
0.10689755502216358,0.3534046950967528,0.019503568357062035,0.0066296213734588485,0.1784621225229584,0.3262831919449948,0.00881924133491763
0.17013173928713343,0.2952897216842577,0.044516296405376514,0.01393829555990377,0.17502352600576226,0.28792565984437624,0.013174756960179045
0.1562481286362261,0.4093823417296017,0.02351642061105434,0.01035654002074765,0.14529277620976894,0.24252215511482245,0.012681633583955491
0.11847290679700342,0.3521774486412784,0.02187503876221739,0.0037727148479159687,0.2065228145785236,0.2862695027060211,0.01090957014526567
0.09275944465694207,0.40543364757601025,0.03788737555051178,0.007403797574353384,0.15045722901552155,0.3020173264809405,0.004041175091383825
0.15472524615405253,0.3890899278845851,0.029796144541908116,0.013224509145501025,0.1855000309399206,0.22018887891164868,0.007475256675053994
0.10356676778208387,0.4358355534397677,0.029060063314639274,0.0077094702306565914,0.18072776975230034,0.22959928368341745,0.013501087438779313
0.12007469424520649,0.48942429281947786,0.029348315573229252,0.012302152270094298,0.1659360131452456,0.17803617205388594,0.004878354998617652
0.1544772027172759,0.22411735416140577,0.012739159193767603,0.0036368442243558848,0.14231094891166254,0.21298843046348492,0.24973005783074673
0.07524001885620574,0.3583836636009915,0.02150330948788383,0.013887216493449029,0.16902992282973212,0.35838366254729304,0.003572202600608038
0.09938869807500467,0.4791334670295729,0.027088389939585015,0.0054591651694013395,0.14477989719741235,0.2344312127214943,0.009719165076194719
0.07037345765565009,0.3285705405055989,0.019876636583415968,0.008168945032714954,0.08723443785119085,0.1572054376140811,0.32857054147164266
0.09766967331236755,0.4478591029416293,0.023439037213146774,0.005835453808197811,0.16277858390068758,0.24854459759334427,0.0138735467520358
0.1658911476456532,0.4237142241929124,0.039818198790251856,0.01888593870918179,0.16968599986284189,0.17670008816628835,0.005304397311197662
0.15616050359938183,0.35340951099063644,0.02678781324875127,0.007012155908265498,0.17500336555790438,0.26295151134354444,0.01867513491284093
0.14765782645104217,0.4416609636985203,0.029491106704960784,0.010945055317743719,0.1465936677738021,0.2146923357832905,0.008959039854030895
0.14556677160684361,0.4138800448608872,0.023033111049008983,0.004858974140508597,0.16558212646006162,0.23425800664805524,0.01282096109583446
0.07928935645118797,0.3399509630249942,0.020768708554071515,0.007590389855285184,0.06970088620133556,0.14274872848911793,0.339950964024498
0.14989657478339893,0.4035916159964467,0.03487212957396863,0.007169224033586696,0.1769466655563513,0.20588921217525866,0.021634573845072905
0.1648878754856807,0.4256891318618946,0.05706590690703355,0.004850507378549906,0.14507519620896428,0.18924460100189197,0.013186776899093753
0.10588712840890371,0.3041127932304174,0.013557212196202447,0.004307078835743493,0.08302492183261517,0.1849980692245725,0.3041127932304174
0.1358265120362391,0.42092763735010297,0.04388101532858194,0.005178464900912169,0.1766048791699264,0.2133858750016084,0.004195612003352696
0.11061411720150553,0.3364486212222585,0.015765362958377716,0.005139381283805411,0.08386995754791648,0.11171393519939166,0.3364486212222585
0.13118901784492246,0.29426371876230323,0.016460416187103165,0.0059467443299249115,0.09770002127527334,0.16017635989553264,0.29426371876230323
0.07329303049422298,0.2751950402143179,0.01946699116498038,0.006767660345881919,0.1469669281969004,0.13975703713020055,0.3385533090679628
0.1708551198185468,0.4649896589864515,0.023275551489955082,0.0065899399663517525,0.14430809358567606,0.18054937188153763,0.009432259621584465
0.132895977617923,0.4642254484565781,0.038004219670644504,0.012490943440109453,0.1280859243977,0.21967029721625733,0.004627184558533078
0.15848420293079654,0.4599816358863759,0.033373871963347235,0.007699379415092935,0.16018833989737857,0.16602349306579028,0.014249072241402087
0.1501657972719456,0.43573364697305206,0.04922444175426643,0.016317448277108626,0.12949686413991862,0.2007288838314901,0.018332913394882185
0.11159660908268204,0.45179327908903705,0.03041693540291425,0.008088765842848178,0.1605573618060274,0.21762850746594703,0.019918534880539376
0.10707033031147832,0.3269154086923749,0.01888288419626894,0.007627094615880384,0.07863523776279761,0.1339536324596709,0.3269154086923749
0.10087189364444256,0.4923031553552916,0.0553867810140184,0.012511591507314393,0.1725291022492418,0.14568447111984148,0.02071300018681817
0.08995029829936266,0.41973917939408734,0.033632928906417975,0.00761630837546899,0.20515542443476972,0.2332911030078568,0.01061475234919684
0.07123232613890568,0.44014381295189675,0.022550195600882915,0.004527987705563866,0.141071591521716,0.31410674924676046,0.00636733243283645
0.12023861295180178,0.39940057028881937,0.026687094191821935,0.0263801531820401,0.15948334585527574,0.23660885482088584,0.03120136471534959
0.0856841355316133,0.5581079253451651,0.049727650202678775,0.013060902145307463,0.1380995708706959,0.14762172310143,0.007698085079953034
0.06959797019031115,0.6161104525915206,0.037609726052400455,0.013312581944704142,0.14761175685666678,0.0966719565018266,0.0190855497014659
0.12011840833328187,0.4928396283304945,0.036477045066077865,0.024872045218107302,0.15806364550007057,0.13444841351175474,0.03318080785035447
0.12119688837787143,0.46052834040172486,0.025328853303090995,0.012503162832697154,0.20035026096997582,0.17344010818141825,0.006652380267661647
0.0787151617962319,0.4020454885761908,0.05703141101954049,0.03226798599463309,0.204458572932862,0.20786985442162634,0.017611518924509743
0.08329593198197205,0.5521439992861081,0.03828964153846923,0.01471146491052287,0.12398758351928416,0.17415261396461046,0.01341875818388012
0.08801920420268378,0.4577796602113715,0.03218716472703969,0.006954856495045503,0.17982257342561497,0.2245109804854333,0.010725555875014909
0.13766430604387056,0.42680089128864884,0.02471344342438573,0.007436887272052106,0.1803838111256885,0.20504357699166628,0.017957079585679166
0.051906163816053015,0.5197472511500908,0.03740702935983252,0.015065296536829684,0.14565164834260141,0.20835493159775154,0.02186767399936866
0.06779752024617754,0.5596475882629088,0.02543829564485171,0.009682970846078243,0.14513786170698145,0.1749592853403682,0.01733647235615832
0.11890519939318862,0.48348942528801714,0.019086483339598115,0.011904107583467069,0.1643004754234357,0.19463574199372496,0.007678562143673942
0.08802554993951368,0.42509405035491765,0.019710603680275832,0.0069708050618080995,0.2315995213028012,0.21071419888517195,0.017885266524571057
0.16666712656431176,0.4415154468500436,0.01875268797686478,0.008311095886696028,0.150024412244183,0.20653520432181968,0.008194021740926831
0.1301805256479554,0.4019388733048687,0.01714226678677401,0.013304142403845238,0.20391722114608846,0.22536368471641696,0.008153281974662434
0.09986949529413129,0.5577587534751213,0.027294787067049863,0.013883015764681494,0.15104063123517578,0.14373596054212526,0.006417351044127549
0.13771016796579535,0.44239875805291,0.029111892513287645,0.007841790632851155,0.1498907670926179,0.22863699311476826,0.004409626203782127
0.09245847344681345,0.5198815190708129,0.03148294158263158,0.024521042818593713,0.137601298186174,0.17218139648837683,0.021873323207782392
0.08775395525525662,0.5031644494277546,0.026719272371553675,0.011519517150467992,0.15680469445037937,0.20469994959093654,0.009338156722006639
0.11977546845918434,0.5061738283394486,0.027852881242162144,0.005833574956075325,0.12881686950554203,0.20350854680349317,0.008038825632356078
0.11001556432435985,0.5216572603794778,0.06245846704723676,0.017366117388495153,0.14689775525219392,0.13260765963637272,0.008997170755291143
0.1098035397437112,0.4136505455537175,0.04771673009427478,0.024362962723303558,0.15549082682096582,0.2211260480540366,0.02784934181471329
0.09521763446740425,0.5368901210206345,0.04185216842265739,0.00753745668549191,0.17452846988208537,0.13810339116974324,0.005870752983082006
0.07783025815836161,0.5952540949755912,0.02366077300188641,0.01236283745786552,0.10662760244189311,0.15921990395678773,0.025044524055073455
0.05775867657955659,0.5844466745711955,0.02962734584193936,0.017264164736639245,0.1567192049852487,0.13607924181442976,0.018104685626524192
0.06911188327587914,0.5873987681657745,0.04167265000271041,0.015000874491774443,0.14742368142933607,0.11187301466820936,0.02751912058883427
0.13750478125603346,0.5038169575769286,0.028164230178628086,0.009774394975994022,0.1345979832891441,0.15222178139251963,0.033919865003022694
0.11570844775590843,0.6294485195170292,0.041507941495024264,0.013500537510492275,0.10048602025949362,0.09307447543656461,0.006274051731002436
0.05745618788422771,0.39180725148196677,0.016647816060543833,0.006255354819422785,0.058675650064357175,0.07735048313747393,0.39180725263393534
0.05519190886409604,0.5381924262272231,0.04013537985351247,0.005435777082354896,0.134245663251451,0.21979884714217968,0.006999992197258545
0.09597350036560513,0.6031353734684696,0.03124650252012557,0.01485570089242643,0.15218729858387314,0.08391800375572303,0.018683614382423212
0.11112786320438808,0.6606852089404609,0.04205543731243552,0.013775955311748272,0.07208845392201914,0.09368167011683481,0.0065854045852609564
0.1020680334211911,0.6464370093865026,0.0335135642825394,0.016151054468716952,0.09510644340117058,0.08669889860278032,0.020024989972729074
0.0735161546792491,0.670825297342885,0.03498599545139034,0.019214301492579557,0.12522192779112237,0.06378656618904865,0.01244975034547198
0.06661849773226015,0.6687680489496571,0.038224878297053885,0.011946739931441066,0.12143077920969331,0.07229429987272776,0.02071674931948612
0.0897383054974764,0.6551629468487307,0.031372124998745664,0.020898263378253436,0.08292229039033785,0.07692255477542892,0.0429835075593976
0.07762496882148032,0.6057900080598558,0.03493217175686621,0.007632968060114636,0.17999951175379378,0.08655964240457333,0.007460723085415925
0.10655913669858941,0.6722887282940648,0.03596614178609254,0.009023583900736019,0.08879159579341382,0.07373351035388964,0.013637296450326526
0.09842255280654902,0.6464940800081691,0.023224750274072583,0.01254062814643948,0.10451127255395477,0.08801282739574762,0.026793882350126697
0.0853189844090316,0.634352590387584,0.03445000307835291,0.010289714420308533,0.12224900866428207,0.08665015154675927,0.026689541150155836
0.11032406612719023,0.6558864901977041,0.023236774592861095,0.011836478563895378,0.08628926333463924,0.07726805174910305,0.035158868875742065
0.10791214952138825,0.6149085774911113,0.04224182701405135,0.012942741117259335,0.11845421702642311,0.07057823841193742,0.03296224326874349
0.07799090001880092,0.6704827381105523,0.037437631902664206,0.010514459843296516,0.10247960477333978,0.09000793200428191,0.011086726642236982
0.07598796378942616,0.6902241541298946,0.06537344901629334,0.02644722909895333,0.07292322470357632,0.06018715713621667,0.008856815223397931
0.08306955967588388,0.6376893657656711,0.04146045024007856,0.027999601955287515,0.07856462277616164,0.05519587289653643,0.07602052031348716
0.06176388743518173,0.7311272615631842,0.03138241454868255,0.02771334583073202,0.07852483130886934,0.050188592580230056,0.01929965942184766
0.05133342595956656,0.6594504953568465,0.05284238414547181,0.01726444397591951,0.11840245736949584,0.06535686882613355,0.03534991777206098
0.0858906188622795,0.6499048760246257,0.02568159793478723,0.017957086340446453,0.12263893275472124,0.08428024090645901,0.013646640677632318
0.0958658011167749,0.6811089460028056,0.02630225931271723,0.017368951479522464,0.08036991085759639,0.08566191459739135,0.013322209822102731
0.11241616762599878,0.6373861909046203,0.027950068514045464,0.028864150199672787,0.08046247951478622,0.09622752990761858,0.01669340695939589
0.09485180641360441,0.6752134802950557,0.060053462330829414,0.03446954616189583,0.051301708013363374,0.07073334157725367,0.013376648455862665
